Date,High,Low,Open,Close,Volume,Adj Close
2014-09-17,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-09-18,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-09-19,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-09-22,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-09-23,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-09-24,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-09-25,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-09-26,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-09-29,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-09-30,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-01,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-02,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-03,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-06,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-07,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-08,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-09,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-10,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-13,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-14,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-15,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-16,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-17,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-20,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-21,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-22,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-23,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-24,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-27,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-28,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-29,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-30,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-10-31,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-03,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-04,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-05,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-06,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-07,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-10,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-11,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-12,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-13,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-14,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-17,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-18,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-19,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-21,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-24,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-25,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-26,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-27,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-11-28,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-01,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-02,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-03,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-04,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-05,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-08,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-09,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-10,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-11,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-12,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-15,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-16,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-17,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-18,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-19,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-22,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-23,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-26,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-29,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2014-12-30,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-02,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-05,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-06,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-07,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-08,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-09,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-12,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-13,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-14,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-15,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-16,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-19,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-20,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-21,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-22,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-23,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-26,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-27,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-28,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-29,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-01-30,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-02,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-03,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-04,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-05,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-06,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-09,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-10,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-11,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-12,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-13,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-18,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-19,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-20,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-23,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-24,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-25,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-26,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-02-27,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-02,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-03,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-04,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-05,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-06,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-09,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-10,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-11,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-12,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-13,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-16,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-17,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-18,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-19,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-20,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-23,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-24,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-25,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-26,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-27,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-30,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-03-31,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-04-01,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-04-02,60.0,60.0,60.0,60.0,0.0,52.710792541503906
2015-04-06,20.0,20.0,20.0,20.0,500.0,17.570262908935547
2015-04-07,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-08,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-09,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-10,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-13,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-14,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-15,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-16,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-17,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-20,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-22,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-23,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-24,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-27,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-28,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-29,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-04-30,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-04,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-05,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-06,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-07,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-08,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-11,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-12,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-13,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-14,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-15,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-18,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-19,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-20,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-21,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-22,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-25,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-26,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-27,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-28,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-05-29,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-01,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-02,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-03,20.0,20.0,20.0,20.0,100.0,17.570262908935547
2015-06-05,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-08,20.0,20.0,20.0,20.0,400.0,17.570262908935547
2015-06-09,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-10,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-11,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-12,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-15,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-16,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-17,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-18,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-19,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-22,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-23,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-24,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-25,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-26,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-29,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-06-30,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-01,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-02,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-03,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-06,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-07,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-08,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-10,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-13,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-14,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-15,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-16,20.0,20.0,20.0,20.0,100.0,17.570262908935547
2015-07-17,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-20,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-21,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-22,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-23,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-24,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-27,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-28,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-29,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-30,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-07-31,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-03,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-04,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-05,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-06,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-07,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-10,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-11,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-12,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-13,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-14,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-17,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-18,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-19,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-20,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-21,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-24,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-25,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-26,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-27,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-28,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-08-31,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-01,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-02,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-03,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-04,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-08,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-09,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-10,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-11,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-14,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-15,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-16,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-17,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-18,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-21,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-22,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-23,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-24,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-25,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-28,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-29,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-09-30,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-01,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-02,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-05,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-06,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-07,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-08,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-09,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-13,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-14,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-15,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-16,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-19,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-20,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-21,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-22,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-23,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-26,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-27,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-28,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-29,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-10-30,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-03,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-04,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-05,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-06,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-09,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-10,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-11,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-12,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-13,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-16,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-17,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-18,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-19,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-23,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-24,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-25,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-26,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-27,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-11-30,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-12-01,20.0,20.0,20.0,20.0,0.0,17.570262908935547
2015-12-02,20.0,20.0,20.0,20.0,500.0,17.570262908935547
2015-12-03,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-04,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-07,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-08,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-09,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-10,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-11,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-14,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-15,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-16,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-17,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-18,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-21,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-22,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-23,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-28,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-29,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2015-12-30,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-04,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-05,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-06,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-07,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-08,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-11,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-12,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-13,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-14,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-15,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-18,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-19,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-20,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-21,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-22,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-26,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-27,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-28,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-01-29,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-01,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-02,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-03,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-04,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-05,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-10,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-11,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-12,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-15,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-16,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-17,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-18,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-19,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-22,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-23,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-24,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-25,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-26,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-02-29,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-01,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-02,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-03,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-04,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-07,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-08,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-09,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-10,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-11,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-14,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-15,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-16,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-17,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-18,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-21,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-22,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-23,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-24,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-28,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-29,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-30,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-03-31,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-01,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-04,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-05,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-06,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-07,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-08,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-11,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-12,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-13,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-14,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-15,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-18,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-19,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-20,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-22,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-25,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-26,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-27,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-28,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-04-29,20.0,20.0,20.0,20.0,0.0,18.020784378051758
2016-05-02,20.0,20.0,20.0,20.0,0.0,18.020784378051758
